"State","Municipality","Name Id","Place Name","Place Name Status","Feature Type Code","Feature Type","Longitude","Latitude","Place Id","Historical Information","Origin Language","Australian Indigenous Language","Anzac Related Name","Date First Recorded Day","Date First Recorded Month","Date First Recorded Year","Source","Author","Title","Date Published Day","Date Published Month","Date Published Year","Publisher","Place of Publication","Pages(s)","Editor","Chapter Title","Journal Name","Issue","Year","Newspaper","File Number","Site Owner","Page Title","Site Title","Url","Location","Type of Artefact","Cartographer","Scale","Informant","Tape Title","Tape Number","Municipal Name","Endorsed by Council","Council Minutes","Organisation Name","Endorsed by GPNAP"
"VIC","KNOX CITY","136","ALBERNI RESERVE","REGISTERED","PARK","PARK","145.2718056","-37.9101389","9209","Named after the Alberni family who were local market gardeners. They originally migrated from Spain and were known in the area from the early 1920's to after the Second World War. The descendants still live locally. The Alberni brothers were closely associated with the Ferntree Gully Football Club. ","","","","","","","Council","","","","","","","","","","","","","","","","","","","","","","","","","","","City of Knox ","Yes","PNC 1294","",""
"VIC","LATROBE CITY","100001","ALBERT DEPPELER MEMORIAL TENNIS COURTS","RECORDED","PARK","PARK","146.3602778","-38.3602778","100001","Previously informally known as the Yinnar South Tennis Courts. Named after Albert Deppeler in recognition of his contribution to the Yinnar South district.","","","","19","6","2006","OGN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Latrobe City Council",""
"VIC","BALLARAT CITY","52350","ALBERT H GRAHAM RESERVE","REGISTERED","PARK","PARK","143.8629167","-37.5651389","53269","Commemorates Alber Graham's long and continued support and involvement with The Ballarat Youth Centre and The Peel Street, Church of Christ in Ballarat.  ","","","","13","5","2004","Council","","","","","","","","2","","","","","","","","","","","","","","","","","","","Ballarat City Council","Yes","Council Ref: NP-045","",""
"VIC","COLAC OTWAY SHIRE","137","ALBERT NEWCOMBE PLAYGROUND","REGISTERED","PARK","PARK","143.5681944","-38.3504167","45","'The subdivision was created by the late Mr. A. Newcombe and is known locally as the Newcombe Estate when referred to.'","","","","","","","Manuscript","Place Names Committee Files","Submission","27","7","1981","","","1","","","","","","","PNC file number 910","","","","","","","","","","","","","","","",""
"VIC","PORT PHILLIP CITY","138","ALBERT PARK","REGISTERED","PARK","PARK","144.9710528","-37.8484139","9210","'took its name from the adjacent park, which was called after Prince Albert, consort of Queen Victoria.'","","","","","","","Book","O'Callaghan, Thos","Names of Victorian Railways Stations","","","1918","Government Printer","Melbourne","21","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","WARRNAMBOOL CITY","121771","ALBERT PARK","REGISTERED","PARK","PARK","142.4984691","-38.380689","121166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","PORT PHILLIP CITY","143","ALBERT PARK PLAYING FIELDS","REGISTERED","PARK","PARK","144.9668056","-37.8473611","9215","'took its name from the adjacent park, which was called after Prince Albert, consort of Queen Victoria.'","","","","","","","Book","O'Callaghan, Thos","Names of Victorian Railways Stations","","","1918","Government Printer","Melbourne","21","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","BANYULE CITY","146","ALBERT RESERVE","REGISTERED","PARK","PARK","145.0598611","-37.7676389","9218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","GREATER BENDIGO CITY","120851","ALBERT ROY RESERVE","REGISTERED","PARK","PARK","144.2474446","-36.7248441","120328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","WODONGA CITY","121875","ALBERT TERRILL RESERVE","REGISTERED","PARK","PARK","146.8431823","-36.125148","121269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","WODONGA CITY","103796","ALBERT TERRILL RESERVE","REGISTERED","PARK","PARK","146.8436111","-36.1255556","103639","Albert Terrill served as a Wodonga councillor for 20 years from 1958 to 1978.  Mr Terrill was elected to office on five separate occasions, serving as shire president from 1969 to 1971. He was in office when the Wodonga Civic Centre was opened. His family farm was located in West Wodonga.","","","","","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","Wodonga Place names committee","","","","","","",""
"VIC","MOONEE VALLEY CITY","149","ALBERT WALLIS RESERVE","REGISTERED","PARK","PARK","144.9231944","-37.7754167","9221","'...in recognition of Mr. Albert Wallis who served as a Councillor of the City of Essendon and represented the people in that particular area for many years.'","","","","","","","Manuscript","Place Names Committee Files","Submission","20","1","1977","","","1","","","","","","","PNC file number 510","","","","","","","","","","","","","","","",""
"VIC","WELLINGTON SHIRE","155","ALBERTON RECREATION RESERVE","REGISTERED","PARK","PARK","146.6623611","-38.6173611","9228","'The township, after which this station was named, was surveyed by Mr. Townsend in 1842.  The design was sent in on 30th March, and was laid before the Executive Council on 15th July.  The name 'Albert Town' found favour, but the surveyor's modification was ultimately adopted, and the name - Alberton - gazetted on 27th September, 1842.  The name was given in honour of Prince Albert.'","","","","","","","Book","O'Callaghan, Thos","Names of Victorian Railways Stations","","","1918","Government Printer","Melbourne","21","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","WELLINGTON SHIRE","121790","ALBERTON WEST RECREATION RESERVE","REGISTERED","PARK","PARK","146.5877284","-38.6047974","121185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","SURF COAST SHIRE","104599","ALCOA OVAL","HISTORICAL","PARK","PARK","144.2016667","-38.3986111","104403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","GREATER GEELONG CITY","120968","ALDERSHOT ROAD DRAINAGE RESERVE","REGISTERED","PARK","PARK","144.3950744","-38.185625","120445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MORELAND CITY","172","ALEX G GILLON OVAL","REGISTERED","PARK","PARK","144.9509722","-37.7640278","9241","'Named after Alexander George Gillon, O. B. E., J. P.  Mayor 1959 - 1960, 1965 - 1966, 1976 - 1977.  President Victorian Football Association 24 yrs.'","","","","","","","Manuscript","Place Names Committee Files","Submission","4","7","1977","","","1","","","","","","","PNC file number 567","","","","","","","","","","","","","","","",""
"VIC","BAYSIDE CITY","173","ALEXANDER PARK","REGISTERED","PARK","PARK","145.0073611","-37.9379167","9243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","BALLARAT CITY","100036","ALEXANDER PARK","REGISTERED","PARK","PARK","143.7122222","-37.4227778","100031","This name was in use many years ago but had fallen into disuse. It was restored and gazetted in 2006. [Original reason for this name not recorded.]","","","","","","","OGN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","City of Ballarat",""
"VIC","MURRINDINDI SHIRE","31621","ALEXANDER RACECOURSE AND RECREATION RESERVE","HISTORICAL","PARK","PARK","145.7170833","-37.1818056","9259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","GREATER GEELONG CITY","52130","ALEXANDER WEBB PARK","REGISTERED","PARK","PARK","144.3430556","-38.1747222","53109","Named in honour of a prominent Geelong artist who lived close to the site until his death in 1892.","","","","7","12","2000","Council","","","","","","","","9-11","","","","","","","","","","","","","","","","","","","City of Greater Geelong","Yes","Minutes of Ordinary Meeting","",""
"VIC","BOROONDARA CITY","182","ALEXANDRA GARDENS","REGISTERED","PARK","PARK","145.0359722","-37.8123611","9253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","ARARAT RURAL CITY","181","ALEXANDRA GARDENS","REGISTERED","PARK","PARK","142.9279167","-37.2804167","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MELBOURNE CITY","183","ALEXANDRA GARDENS","REGISTERED","PARK","PARK","144.9736111","-37.8205556","9254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
